"ID","SRC","DB_TABLE","DB_NAME","TABLE_HCODE","TABLE_CNAME","TABLE_ENAME","TABLE_DESC","TABLE_DESC_GENERATED","UNIQ_KEY","IS_SHOW","HISQA","HISMAN","HISVALID","CREATE_BY","HCREATETIME","UPDATE_BY","HUPDATETIME","TABLE_DESC_AI"
57,JY,oracle,ODSJY,"57","",LC_DEREGULATION,"",,"",,,,0,,"2024-06-06 17:33:42",,"2024-08-09 14:25:15",
58,JY,oracle,ODSJY,"58","",LC_DEREGULATION_SE,"",,"",,,,0,,"2024-06-06 17:33:42",,"2024-08-09 14:25:15",
59,JY,oracle,ODSJY,"59",公司估值分析日指标_新会计准则,LC_DINDICESFORVALUATION,"",,"",,,,1,,"2024-06-06 17:33:42",,"2024-06-06 17:33:42",
60,JY,oracle,ODSJY,"60","",LC_DIVIDEND,"",,"",,,,0,,"2024-06-06 17:33:42",,"2024-08-09 14:25:15",
61,JY,oracle,ODSJY,"61","",LC_DIVIDEND_SE,"",,"",,,,0,,"2024-06-06 17:33:42",,"2024-08-09 14:25:16",
62,JY,oracle,ODSJY,"62","",LC_ENTRUSTINV,"",,"",,,,0,,"2024-06-06 17:33:42",,"2024-08-09 14:25:16",
63,JY,oracle,ODSJY,"63",所有者权益变动表_新会计准则,LC_EQUITYCHANGESSTATEMENT,"1.反映企业依据2007年新会计准则在在年报、中报、季报中披露的权益变动表。
2.收录同一公司在报告期末的四种财务报告，即未调整的合并报表、未调整的母公司报表、调整后的合并报表以及调整后的母公司报表。
3.若某个报告期的数据有多次调整，则该表展示最新调整数据；若某报告期暂未披露调整后数据，则已调整类别下的数据与调整前的数据一致。
4.该表中各财务科目的单位均为人民币元。
5.带“##”的特殊项目为单个公司披露的非标准化的科目，对应的“特殊字段说明”字段将对其作出说明；带“##”的调整项目是为了让报表的各个小项借贷平衡而设置的，便于客户对报表的遗漏和差错进行判断。
6.数据范围：2003-12-31至今
7.信息来源：招股说明书、定报、审计报告等",表格LC_EQUITYCHANGESSTATEMENT-所有者权益变动表_新会计准则: 表格“所有者权益变动表_新会计准则”主要用于反映企业依据2007年新会计准则在年报、中报、季报中披露的权益变动情况。该表收录同一公司在报告期末的四种财务报告，包括未调整和调整后的合并报表及母公司报表，展示最新调整数据，单位为人民币元。表格涵盖了多个字段，包括基本信息字段如ID、信息发布日期、信息来源、公告类别、公司代码、截止日期、合并调整标志、会计准则、项目序号、项目名称、所属类别等；财务数据字段如实收资本/股本、其他权益工具、优先股、永续债、其他、资本公积、盈余公积、未分配利润、库存股、其他综合收益、一般风险准备、交易风险准备、外币报表折算差额、专项储备、其他所有者权益、特殊项目、调整项目、母公司所有者权益合计、少数股东权益、所有者权益合计等；以及其他字段如特殊字段说明、发布时间、更新时间、JSID、系统字段等。该表格的数据来源包括招股说明书、定报、审计报告等，数据范围从2003年12月31日至今。,"CompanyCode,EndDate,Mark,ItemsType,InfoPublDate",,,,1,,"2024-06-06 17:33:42",,"2024-08-03 17:44:14",
64,JY,oracle,ODSJY,"64","",LC_EXECUTIVESHOLDINGS,"",,"",,,,0,,"2024-06-06 17:33:42",,"2024-08-09 14:25:16",
65,JY,oracle,ODSJY,"65","",LC_EXECUTIVESHOLDINGS_SE,"",,"",,,,0,,"2024-06-06 17:33:42",,"2024-08-09 14:25:16",
66,JY,oracle,ODSJY,"66",公司行业划分表,LC_EXGINDUSTRY,收录上市公司在证监会行业划分、中信行业划分、GICS行业划分、申万行业划分、中信建投、中银(BOCI)行业分类、中证指数行业分类、聚源行业划分等各种划分标准下的所属行业情况。,表格LC_EXGINDUSTRY-公司行业划分表: 收录上市公司在证监会行业划分、中信行业划分、GICS行业划分、申万行业划分、中信建投、中银(BOCI)行业分类、中证指数行业分类、聚源行业划分等各种划分标准下的所属行业情况。,"CompanyCode,InfoPublDate,Standard,Industry",0,,,1,,"2024-06-06 17:33:43",,"2024-08-03 16:58:05",
67,JY,oracle,ODSJY,"67","",LC_FAIRVALUECHANGEINCOME,"",,"",,,,0,,"2024-06-06 17:33:43",,"2024-08-09 14:25:16",
68,JY,oracle,ODSJY,"68",金融类资产负债表_新会计准则,LC_FBALANCESHEETNEW,"",,"",,,,1,,"2024-06-06 17:33:43",,"2024-06-06 17:33:43",
69,JY,oracle,ODSJY,"69","",LC_FCASHFLOWSTATEMENT,"",,"",,,,0,,"2024-06-06 17:33:43",,"2024-08-09 14:25:16",
70,JY,oracle,ODSJY,"70","",LC_FCASHFLOWSTATEMENTNEW,"",,"",,,,0,,"2024-06-06 17:33:43",,"2024-08-09 14:25:16",
71,JY,oracle,ODSJY,"71","",LC_FINANCESPECIALINDEX,"",,"",,,,0,,"2024-06-06 17:33:43",,"2024-08-09 14:25:16",
72,JY,oracle,ODSJY,"72","",LC_FINANCIALDATA,"",,"",,,,0,,"2024-06-06 17:33:43",,"2024-08-09 14:25:16",
73,JY,oracle,ODSJY,"73","",LC_FINANCIALEXPENSE_EXPIRE,"",,"",,,,0,,"2024-06-06 17:33:43",,"2024-08-11 09:46:46",
74,JY,oracle,ODSJY,"74","",LC_FINANCIALLICENSE,"",,"",,,,0,,"2024-06-06 17:33:43",,"2024-08-09 14:25:16",
75,JY,oracle,ODSJY,"75","",LC_FINCOMESTATEMENT,"",,"",,,,0,,"2024-06-06 17:33:44",,"2024-08-09 14:25:16",
76,JY,oracle,ODSJY,"76",金融类利润表_新会计准则,LC_FINCOMESTATEMENTNEW,"",,"",,,,1,,"2024-06-06 17:33:44",,"2024-06-06 17:33:44",
77,JY,oracle,ODSJY,"77","",LC_FLAGENCY,"",,"",,,,0,,"2024-06-06 17:33:44",,"2024-08-09 14:25:16",
78,JY,oracle,ODSJY,"78","",LC_FQCASHFLOWSTATEMENT,"",,"",,,,0,,"2024-06-06 17:33:44",,"2024-08-09 14:25:16",
79,JY,oracle,ODSJY,"79","",LC_FQINCOMESTATEMENT,"",,"",,,,0,,"2024-06-06 17:33:44",,"2024-08-09 14:25:17",
80,JY,oracle,ODSJY,"80","",LC_FREEFLOAT,"",,"",,,,0,,"2024-06-06 17:33:44",,"2024-08-09 14:25:17",
81,JY,oracle,ODSJY,"81","",LC_FreeFloat_bak,"",,"",,,,0,,"2024-06-06 17:33:44",,"2024-08-09 14:25:17",
82,JY,oracle,ODSJY,"82",公司衍生报表数据_新会计准则(新),LC_FSDERIVEDDATA,"",,"",,,,1,,"2024-06-06 17:33:44",,"2024-06-06 17:33:44",
83,JY,oracle,ODSJY,"83","",LC_FSPECIALINDICATORS,"",,"",,,,0,,"2024-06-06 17:33:44",,"2024-08-09 14:25:17",
84,JY,oracle,ODSJY,"84","",LC_FSPERFORMEDLETTERS,"",,"",,,,0,,"2024-06-06 17:33:44",,"2024-08-09 14:25:17",
85,JY,oracle,ODSJY,"85","",LC_GREATEVENTS,"",,"",,,,0,,"2024-06-06 17:33:44",,"2024-08-09 14:25:17",
86,JY,oracle,ODSJY,"86","",LC_GREATEVENTS_SE,"",,"",,,,0,,"2024-06-06 17:33:44",,"2024-08-09 14:25:17",
87,JY,oracle,ODSJY,"87","",LC_HTMINVESTMENT,"",,"",,,,0,,"2024-06-06 17:33:45",,"2024-08-09 14:25:17",
88,JY,oracle,ODSJY,"88","",LC_INCOMESTATEMENT,"",,"",,,,0,,"2024-06-06 17:33:45",,"2024-08-09 14:25:17",
